age,job,marital,education,balance,duration,approval
39.0,entrepreneur,married,tertiary,83,193.0,no
34.0,management,single,tertiary,6766,210.0,no
47.0,technician,married,secondary,3973,732.0,no
42.0,services,divorced,secondary,372,121.0,no
48.0,blue-collar,single,secondary,-552,150.0,no
30.0,self-employed,single,tertiary,48,140.0,no
38.0,technician,married,secondary,7696,386.0,no
24.0,services,married,secondary,4500,733.0,yes
34.0,technician,married,secondary,1,108.0,no
46.0,management,single,tertiary,46,80.0,no
32.0,admin.,divorced,secondary,-18,155.0,no
46.0,services,married,secondary,451,389.0,no
26.0,self-employed,married,tertiary,479,133.0,no
42.0,blue-collar,married,secondary,0,328.0,no
50.0,technician,married,secondary,1130,119.0,no
41.0,blue-collar,married,primary,389,87.0,no
34.0,admin.,single,secondary,10,162.0,no
32.0,,married,secondary,401,294.0,no
58.0,housemaid,single,tertiary,145,128.0,no
45.0,technician,married,secondary,115,108.0,no
28.0,admin.,single,secondary,89,172.0,no
35.0,technician,married,secondary,94,208.0,no
39.0,services,married,secondary,1438,212.0,no
49.0,unemployed,divorced,tertiary,780,148.0,no
50.0,management,married,tertiary,207,99.0,no
37.0,management,married,tertiary,238,185.0,yes
45.0,blue-collar,married,primary,2433,133.0,no
30.0,housemaid,single,secondary,1924,170.0,no
48.0,unemployed,married,tertiary,-471,668.0,no
36.0,management,single,tertiary,1531,81.0,no
41.0,management,single,secondary,764,230.0,no
55.0,blue-collar,married,secondary,383,287.0,no
70.0,retired,married,primary,3782,618.0,no
41.0,management,married,tertiary,326,788.0,yes
47.0,services,divorced,secondary,691,285.0,no
34.0,technician,single,secondary,0,163.0,no
33.0,management,single,tertiary,99,159.0,no
58.0,retired,married,secondary,502,197.0,no
51.0,management,married,tertiary,-15,212.0,no
45.0,management,married,tertiary,1929,44.0,no
55.0,admin.,married,secondary,0,180.0,no
30.0,blue-collar,single,primary,185,11.0,no
33.0,management,single,secondary,-424,863.0,no
27.0,services,single,secondary,0,388.0,no
59.0,retired,married,secondary,319,143.0,no
34.0,management,single,tertiary,171,191.0,no
47.0,technician,divorced,tertiary,-1148,62.0,no
44.0,blue-collar,married,primary,-11,13.0,no
35.0,admin.,single,secondary,0,1073.0,yes
45.0,management,married,tertiary,-206,337.0,no
42.0,blue-collar,married,primary,704,88.0,no
38.0,technician,married,secondary,1931,167.0,no
34.0,technician,single,secondary,943,96.0,no
35.0,technician,married,secondary,327,537.0,no
29.0,management,single,secondary,-105,5.0,no
58.0,retired,married,secondary,983,139.0,no
44.0,blue-collar,single,primary,787,570.0,no
45.0,entrepreneur,married,tertiary,0,100.0,no
43.0,blue-collar,married,secondary,3060,253.0,no
44.0,services,married,secondary,5780,525.0,no
30.0,technician,single,secondary,790,696.0,no
38.0,unemployed,married,tertiary,1449,535.0,no
50.0,technician,married,secondary,1412,131.0,no
21.0,student,single,secondary,681,6.0,no
38.0,entrepreneur,married,tertiary,228,105.0,no
42.0,admin.,married,secondary,0,370.0,no
45.0,technician,single,tertiary,2087,29.0,no
34.0,entrepreneur,married,secondary,2,184.0,no
48.0,technician,married,secondary,197,47.0,no
34.0,services,married,secondary,0,193.0,no
32.0,blue-collar,married,secondary,1905,709.0,yes
35.0,technician,married,tertiary,118,358.0,no
39.0,entrepreneur,married,tertiary,2644,253.0,no
36.0,self-employed,married,tertiary,16430,197.0,no
35.0,technician,married,secondary,13,94.0,no
57.0,services,divorced,secondary,14,445.0,no
28.0,technician,single,secondary,769,153.0,no
43.0,admin.,married,unknown,3485,113.0,no
57.0,management,married,secondary,139,80.0,no
34.0,services,divorced,secondary,202,318.0,no
36.0,technician,married,tertiary,6,100.0,no
47.0,management,divorced,tertiary,2515,40.0,no
36.0,management,divorced,tertiary,5195,55.0,no
33.0,management,married,tertiary,2098,67.0,no
57.0,management,married,tertiary,320,76.0,no
57.0,management,married,tertiary,3431,73.0,no
34.0,admin.,married,secondary,50,89.0,no
51.0,housemaid,divorced,tertiary,370,109.0,no
54.0,blue-collar,divorced,primary,-182,98.0,no
52.0,self-employed,single,tertiary,1623,21.0,no
43.0,entrepreneur,married,tertiary,13342,465.0,no
58.0,retired,single,primary,6570,106.0,no
53.0,admin.,married,secondary,225,304.0,no
44.0,management,married,secondary,-665,342.0,no
29.0,management,single,tertiary,0,16.0,no
27.0,services,single,secondary,54,543.0,yes
35.0,blue-collar,married,primary,46,338.0,no
40.0,self-employed,married,secondary,2,197.0,no
34.0,blue-collar,married,secondary,103,956.0,no
38.0,admin.,single,secondary,883,95.0,no
32.0,services,married,secondary,55,546.0,no
41.0,admin.,married,secondary,8238,124.0,no
25.0,blue-collar,single,secondary,913,113.0,no
38.0,blue-collar,divorced,secondary,595,245.0,no
26.0,technician,single,secondary,7,188.0,no
37.0,technician,single,tertiary,1661,199.0,no
30.0,management,married,tertiary,102,470.0,yes
36.0,services,married,secondary,338,90.0,no
33.0,management,married,secondary,3132,350.0,no
33.0,admin.,single,tertiary,490,31.0,no
35.0,management,married,tertiary,2682,156.0,no
24.0,services,married,tertiary,0,299.0,no
29.0,unemployed,married,secondary,596,510.0,no
54.0,blue-collar,married,secondary,2059,177.0,no
27.0,admin.,married,secondary,132,123.0,no
34.0,management,married,secondary,0,270.0,no
39.0,blue-collar,married,primary,385,225.0,no
38.0,management,married,tertiary,223,63.0,no
37.0,management,married,tertiary,0,247.0,no
26.0,services,single,secondary,512,206.0,no
36.0,entrepreneur,married,tertiary,1169,168.0,no
35.0,,single,tertiary,71,836.0,no
30.0,management,single,tertiary,940,131.0,no
25.0,technician,single,secondary,-80,89.0,no
34.0,technician,married,secondary,0,116.0,no
52.0,unknown,married,unknown,1317,58.0,no
39.0,admin.,married,secondary,179,36.0,no
34.0,management,married,secondary,1007,240.0,no
34.0,management,single,secondary,0,132.0,no
30.0,services,married,secondary,1286,544.0,no
33.0,services,married,secondary,804,266.0,no
30.0,student,single,secondary,4,443.0,no
51.0,blue-collar,married,primary,0,324.0,no
36.0,services,single,secondary,417,15.0,no
48.0,blue-collar,married,primary,1678,263.0,no
37.0,services,divorced,secondary,532,199.0,no
58.0,management,married,secondary,407,145.0,no
56.0,management,divorced,tertiary,659,56.0,no
34.0,blue-collar,married,secondary,393,11.0,no
33.0,admin.,divorced,secondary,661,411.0,no
26.0,services,single,secondary,0,165.0,no
40.0,management,single,unknown,838,619.0,no
35.0,services,married,secondary,195,203.0,no
45.0,entrepreneur,married,secondary,68,254.0,no
37.0,technician,single,secondary,-242,1149.0,yes
35.0,management,divorced,tertiary,321,189.0,no
43.0,services,single,secondary,3403,707.0,yes
28.0,blue-collar,married,secondary,8,196.0,no
32.0,blue-collar,divorced,secondary,739,171.0,no
26.0,unemployed,single,secondary,622,1451.0,yes
35.0,services,married,secondary,152,563.0,yes
35.0,technician,single,secondary,2,23956498.0,no
39.0,blue-collar,married,secondary,1439,73.0,no
42.0,blue-collar,divorced,secondary,1491,203.0,no
32.0,technician,single,secondary,6402,158.0,no
30.0,unemployed,married,secondary,1210,100.0,no
26.0,management,single,tertiary,122,160.0,no
30.0,student,single,secondary,0,661.0,no
32.0,management,married,tertiary,62,166.0,no
47.0,services,married,secondary,3333,114.0,no
33.0,technician,married,tertiary,16992,58.0,no
57.0,blue-collar,married,primary,23,25.0,no
35.0,admin.,married,secondary,0,121.0,no
53.0,technician,married,tertiary,6072,226.0,no
24.0,retired,single,secondary,366,234.0,no
54.0,management,divorced,tertiary,0,88.0,no
31.0,management,married,tertiary,1343,85.0,no
41.0,entrepreneur,married,secondary,2105,134.0,no
44.0,unknown,married,secondary,2319,251.0,no
35.0,services,single,secondary,35,152.0,no
30.0,management,married,tertiary,877,202.0,no
43.0,blue-collar,single,primary,30,379.0,no
51.0,entrepreneur,married,secondary,-2082,123.0,no
60.0,retired,married,secondary,89,156.0,no
43.0,self-employed,married,secondary,104,332.0,no
31.0,management,married,tertiary,1750,90.0,no
56.0,management,married,primary,772,291.0,no
42.0,technician,married,secondary,1048,23.0,no
52.0,entrepreneur,married,primary,592,122.0,no
40.0,technician,married,secondary,0,105.0,no
36.0,services,married,secondary,3064,1143.0,no
40.0,services,married,primary,33,70.0,no
46.0,blue-collar,married,secondary,0,264.0,no
32.0,admin.,single,secondary,1649,204.0,no
31.0,housemaid,single,tertiary,287,182.0,no
41.0,technician,divorced,secondary,0,386.0,no
58.0,housemaid,married,primary,419,295.0,no
36.0,services,married,secondary,257,86.0,no
52.0,technician,married,secondary,118,16.0,no
42.0,management,married,tertiary,251,413.0,no
32.0,management,single,tertiary,1731,323.0,no
62.0,management,married,tertiary,0,78.0,no
31.0,technician,single,tertiary,23,121.0,no
41.0,blue-collar,single,secondary,-386,477.0,yes
34.0,self-employed,married,tertiary,5498,265.0,no
44.0,management,single,tertiary,5063,418.0,yes
42.0,blue-collar,married,primary,7041,386.0,no
37.0,entrepreneur,single,secondary,654,594.0,no
47.0,management,married,tertiary,1890,161.0,no
32.0,unemployed,married,secondary,2400,450.0,no
46.0,blue-collar,married,secondary,519,217.0,no
39.0,technician,single,tertiary,1190,136.0,no
28.0,services,single,secondary,229,322.0,no
26.0,student,single,secondary,203,104.0,no
52.0,technician,married,secondary,1818,189.0,no
42.0,unemployed,married,secondary,1289,250.0,yes
33.0,technician,divorced,tertiary,39,123.0,no
73.0,retired,married,primary,796,427.0,yes
35.0,admin.,single,secondary,57,632.0,no
40.0,management,married,tertiary,1548,101.0,no
51.0,technician,married,secondary,117,467.0,yes
37.0,admin.,single,secondary,0,640.0,no
39.0,management,married,tertiary,691,517.0,no
28.0,blue-collar,married,secondary,64,160.0,no
49.0,technician,divorced,tertiary,0,177.0,no
36.0,admin.,married,secondary,957,206.0,no
45.0,technician,married,secondary,118,208.0,no
29.0,technician,single,tertiary,218,169.0,no
35.0,management,married,secondary,724,287.0,yes
35.0,housemaid,married,tertiary,20,505.0,no
30.0,blue-collar,married,secondary,-28,284.0,no
46.0,blue-collar,married,primary,665,89.0,no
25.0,student,single,tertiary,5,138.0,no
36.0,management,married,tertiary,925,321.0,yes
42.0,blue-collar,married,primary,2519,262.0,no
57.0,admin.,married,secondary,3927,61.0,no
42.0,management,divorced,tertiary,401,217.0,no
29.0,management,married,tertiary,581,192.0,no
36.0,technician,married,tertiary,1327,174.0,no
31.0,unemployed,married,secondary,3242,292.0,no
59.0,technician,married,primary,3163,240.0,no
50.0,unemployed,divorced,secondary,32,282.0,no
47.0,admin.,married,secondary,310,128.0,no
46.0,housemaid,married,primary,0,161.0,no
26.0,blue-collar,single,primary,155,291.0,no
31.0,services,single,secondary,11386,356.0,no
30.0,services,married,tertiary,1380,294.0,no
47.0,blue-collar,single,unknown,2443,422.0,no
23.0,technician,single,tertiary,1129,806.0,yes
44.0,unemployed,single,primary,4232,227.0,no
42.0,self-employed,married,secondary,5564,560.0,no
32.0,services,single,secondary,-402,135.0,no
28.0,admin.,single,secondary,1323,361.0,no
57.0,retired,married,primary,1623,246.0,no
38.0,technician,married,tertiary,1042,419.0,no
22.0,student,single,secondary,2488,449.0,yes
54.0,admin.,married,secondary,865,71.0,no
32.0,technician,married,tertiary,-1053,357.0,no
32.0,management,married,tertiary,1667,164.0,no
59.0,admin.,divorced,secondary,975,263.0,no
45.0,technician,married,secondary,2571,146.0,no
53.0,unknown,married,primary,732,759.0,yes
50.0,admin.,divorced,secondary,769,72.0,no
34.0,technician,married,secondary,-136,131.0,no
35.0,admin.,divorced,secondary,3636,808.0,yes
30.0,,married,tertiary,931,1183.0,no
62.0,housemaid,married,secondary,565,123.0,no
40.0,blue-collar,married,secondary,271,483.0,no
26.0,self-employed,single,tertiary,1153,238.0,no
34.0,management,married,tertiary,-73,90.0,no
50.0,unknown,married,unknown,558,464.0,yes
31.0,unknown,divorced,tertiary,137,385.0,no
35.0,technician,married,secondary,700,240.0,no
55.0,retired,married,primary,-966,104.0,no
34.0,admin.,married,secondary,96,109.0,no
58.0,retired,married,primary,4007,598.0,no
50.0,management,single,tertiary,567,274.0,no
31.0,technician,single,secondary,40,123.0,no
47.0,admin.,divorced,secondary,136,70.0,no
38.0,self-employed,single,tertiary,917,260.0,no
46.0,management,single,tertiary,593,190.0,no
42.0,blue-collar,married,primary,505,521.0,no
34.0,blue-collar,married,secondary,2542,228.0,no
37.0,management,married,tertiary,5355,466.0,yes
38.0,student,single,tertiary,807,74.0,no
59.0,retired,married,secondary,9976,57.0,no
32.0,admin.,married,secondary,0,119.0,no
55.0,management,married,tertiary,540,124.0,no
35.0,blue-collar,married,secondary,280,65.0,no
56.0,management,divorced,tertiary,-59,127.0,no
27.0,admin.,married,secondary,-517,172.0,no
42.0,unemployed,single,secondary,2613,174.0,no
42.0,student,married,unknown,-7,41.0,no
41.0,blue-collar,married,primary,0,232.0,no
53.0,retired,divorced,secondary,-200,161.0,no
67.0,retired,married,primary,2301,124.0,no
53.0,housemaid,married,primary,104,701.0,yes
33.0,blue-collar,married,primary,191,162.0,no
31.0,technician,single,unknown,694,431.0,no
31.0,admin.,married,secondary,212,191.0,no
30.0,management,married,tertiary,1882,249.0,no
48.0,blue-collar,married,unknown,131,189.0,no
30.0,technician,single,secondary,175,167.0,no
43.0,technician,single,tertiary,0,73.0,no
38.0,management,divorced,tertiary,4425,162.0,no
46.0,unemployed,married,secondary,3533,235.0,no
59.0,blue-collar,divorced,secondary,3573,44.0,no
44.0,management,divorced,tertiary,476,127.0,no
35.0,blue-collar,married,secondary,1257,93.0,no
55.0,blue-collar,married,unknown,23,143.0,no
39.0,management,single,tertiary,0,81.0,no
36.0,services,single,secondary,398,77.0,no
33.0,blue-collar,married,secondary,745,115.0,no
48.0,management,single,tertiary,8106,125.0,no
33.0,management,single,tertiary,0,53.0,no
67.0,retired,married,unknown,696,77.0,no
48.0,unemployed,divorced,secondary,1266,45.0,no
57.0,management,married,tertiary,2416,74.0,no
31.0,housemaid,married,primary,25,169.0,no
30.0,student,single,tertiary,7513,269.0,no
56.0,entrepreneur,divorced,primary,29,52.0,no
26.0,blue-collar,married,primary,5116,246.0,no
44.0,management,married,secondary,-1746,218.0,no
44.0,technician,divorced,secondary,14,167.0,yes
31.0,management,married,tertiary,4148,316.0,yes
47.0,self-employed,married,unknown,14,142.0,no
30.0,admin.,single,secondary,105,75.0,no
37.0,management,married,tertiary,767,204.0,no
56.0,admin.,divorced,primary,0,542.0,no
43.0,management,single,secondary,-228,122.0,no
42.0,services,married,secondary,508,70.0,no
60.0,management,married,secondary,725,266.0,no
34.0,blue-collar,married,unknown,41,34.0,no
34.0,management,single,tertiary,184,203.0,no
41.0,management,married,tertiary,251,85.0,no
38.0,management,divorced,secondary,-17,11.0,no
23.0,services,married,secondary,-19,13.0,no
33.0,management,married,tertiary,1064,562.0,yes
36.0,blue-collar,married,secondary,777,185.0,no
49.0,unemployed,married,tertiary,377,158.0,no
34.0,admin.,divorced,secondary,479,515.0,yes
40.0,technician,divorced,secondary,-375,60.0,no
72.0,retired,married,primary,796,173.0,no
43.0,technician,married,secondary,17,353.0,no
44.0,blue-collar,married,secondary,1071,143.0,no
35.0,admin.,married,secondary,0,18.0,no
46.0,admin.,divorced,secondary,7378,466.0,no
55.0,admin.,married,secondary,865,85.0,no
50.0,technician,divorced,secondary,-701,148.0,no
23.0,blue-collar,single,unknown,817,123.0,no
34.0,student,married,unknown,1387,121.0,no
40.0,blue-collar,married,secondary,0,245.0,no
61.0,retired,married,secondary,2917,215.0,yes
53.0,technician,married,secondary,4541,190.0,no
57.0,technician,married,secondary,0,44.0,no
28.0,blue-collar,married,secondary,4287,171.0,no
25.0,admin.,married,secondary,242,62.0,no
38.0,blue-collar,married,secondary,171,172.0,no
27.0,services,single,secondary,259,78.0,no
45.0,blue-collar,married,secondary,827,319.0,no
31.0,services,single,secondary,469,111.0,no
39.0,blue-collar,married,primary,2226,158.0,no
42.0,technician,married,secondary,0,82.0,no
46.0,management,married,tertiary,477,128.0,no
36.0,services,married,secondary,42,102.0,no
30.0,management,single,tertiary,775,124.0,no
32.0,blue-collar,married,secondary,9,334.0,no
52.0,technician,married,tertiary,2557,134.0,yes
31.0,management,married,tertiary,2395,218.0,no
60.0,management,married,primary,4895,313.0,no
35.0,blue-collar,single,secondary,376,207.0,no
38.0,management,married,tertiary,389,262.0,no
46.0,management,divorced,tertiary,134,134.0,no
45.0,entrepreneur,divorced,tertiary,1273,197.0,no
59.0,services,married,secondary,0,214.0,no
34.0,management,married,tertiary,2892,1165.0,no
33.0,technician,divorced,secondary,0,177.0,no
46.0,management,single,secondary,295,141.0,no
48.0,admin.,married,secondary,292,164.0,no
31.0,services,single,secondary,85,151.0,no
32.0,technician,married,secondary,4,145.0,no
35.0,blue-collar,divorced,primary,-587,111.0,no
36.0,blue-collar,single,primary,367,217.0,no
52.0,management,married,tertiary,-1224,253.0,no
45.0,management,divorced,tertiary,959,74.0,no
34.0,management,married,tertiary,0,263.0,no
25.0,blue-collar,married,primary,-589,233.0,no
26.0,management,single,tertiary,-8,402.0,no
57.0,management,married,unknown,0,585.0,no
48.0,management,married,primary,247,145.0,no
48.0,technician,married,unknown,5543,143.0,no
32.0,blue-collar,married,primary,642,524.0,no
58.0,retired,married,secondary,11,270.0,no
57.0,management,married,primary,-226,272.0,no
31.0,entrepreneur,married,tertiary,5191,187.0,no
33.0,blue-collar,single,secondary,-320,268.0,no
53.0,entrepreneur,married,tertiary,2289,183.0,no
36.0,admin.,married,secondary,725,123.0,no
32.0,technician,single,tertiary,705,20.0,no
45.0,blue-collar,married,secondary,776,232.0,no
35.0,unemployed,married,tertiary,816,547.0,no
41.0,services,married,secondary,171,71.0,no
54.0,services,married,secondary,812,113.0,no
49.0,services,married,secondary,823,780.0,yes
28.0,technician,single,secondary,1453,246.0,no
24.0,blue-collar,single,unknown,431,108.0,no
30.0,admin.,single,secondary,1009,253.0,no
32.0,self-employed,married,primary,286,175.0,no
53.0,entrepreneur,married,tertiary,22370,106.0,no
42.0,blue-collar,married,primary,2111,86.0,no
48.0,blue-collar,married,primary,5366,248.0,no
33.0,technician,married,secondary,181,265.0,no
31.0,blue-collar,divorced,secondary,-452,182.0,no
56.0,unemployed,divorced,primary,1770,916.0,no
58.0,retired,married,primary,0,506.0,no
37.0,admin.,single,secondary,-296,81.0,no
59.0,management,married,primary,2358,30.0,no
50.0,management,single,tertiary,1200,904.0,yes
39.0,housemaid,single,primary,109,699.0,no
30.0,technician,married,secondary,616,19.0,no
47.0,services,divorced,secondary,4906,389.0,no
44.0,self-employed,married,secondary,313,211.0,no
38.0,blue-collar,married,primary,290,283.0,no
50.0,management,married,tertiary,1240,474.0,no
27.0,admin.,single,tertiary,3672,157.0,no
73.0,retired,married,secondary,19,509.0,no
46.0,blue-collar,married,primary,143,279.0,no
56.0,retired,divorced,secondary,212,27.0,no
36.0,management,married,tertiary,9,386.0,yes
33.0,blue-collar,married,primary,3074,679.0,no
40.0,,married,tertiary,1734,169.0,no
52.0,management,married,tertiary,575,315.0,no
51.0,blue-collar,married,secondary,397,293.0,no
33.0,blue-collar,married,secondary,640,439.0,no
54.0,services,married,secondary,158,198.0,no
44.0,management,married,secondary,2984,770.0,no
50.0,entrepreneur,married,secondary,1011,340.0,no
45.0,blue-collar,single,secondary,0,1472.0,yes
36.0,management,married,tertiary,1133,293.0,yes
42.0,technician,married,secondary,4945,311.0,yes
37.0,technician,married,secondary,712,291.0,no
28.0,services,single,secondary,-427,965.0,no
56.0,admin.,married,secondary,2146,594.0,no
59.0,admin.,married,secondary,92,139.0,no
32.0,unemployed,married,secondary,10,501.0,no
57.0,retired,married,primary,1238,274.0,no
49.0,admin.,single,secondary,981,10.0,no
56.0,entrepreneur,married,unknown,575,18.0,no
48.0,admin.,divorced,unknown,-70,243.0,no
27.0,student,single,tertiary,3733,198.0,yes
31.0,management,single,tertiary,574,410.0,no
28.0,blue-collar,single,secondary,43,190.0,no
36.0,management,married,tertiary,428,121.0,no
58.0,housemaid,married,primary,0,148.0,no
46.0,admin.,married,secondary,0,239.0,no
32.0,management,single,tertiary,474,90.0,no
39.0,services,married,secondary,-540,29.0,no
35.0,self-employed,married,tertiary,560,58.0,no
31.0,management,married,tertiary,325,1139.0,yes
29.0,management,single,tertiary,437,504.0,yes
48.0,blue-collar,married,primary,574,348.0,no
60.0,retired,married,primary,0,130.0,no
74.0,retired,married,secondary,935,100.0,no
30.0,services,married,secondary,699,544.0,no
52.0,admin.,single,primary,0,182.0,no
24.0,blue-collar,married,secondary,-220,90.0,no
29.0,services,married,secondary,11417,272.0,no
33.0,housemaid,married,primary,212,260.0,no
34.0,blue-collar,married,secondary,67,672.0,no
45.0,admin.,divorced,secondary,0,264.0,yes
31.0,blue-collar,married,secondary,0,275.0,no
45.0,technician,married,secondary,1673,76.0,no
27.0,services,married,secondary,-1202,749.0,no
30.0,management,single,tertiary,4213,142.0,no
45.0,blue-collar,married,primary,0,454.0,no
57.0,blue-collar,married,secondary,1521,102.0,no
34.0,management,married,tertiary,1310,521.0,no
40.0,admin.,married,secondary,0,57.0,no
39.0,management,married,tertiary,399,504.0,no
46.0,technician,married,tertiary,405,138.0,no
55.0,management,divorced,tertiary,9756,103.0,yes
25.0,management,single,tertiary,2506,485.0,yes
34.0,management,married,tertiary,697,166.0,no
37.0,blue-collar,married,primary,403,318.0,no
64.0,retired,divorced,tertiary,890,531.0,no
45.0,technician,divorced,secondary,809,155.0,no
57.0,housemaid,married,secondary,158,73.0,no
21.0,student,single,unknown,137,198.0,no
58.0,housemaid,married,secondary,2705,137.0,no
41.0,blue-collar,single,secondary,75,479.0,yes
41.0,management,married,unknown,2457,285.0,no
58.0,management,married,tertiary,541,98.0,no
33.0,management,married,tertiary,287,199.0,no
32.0,management,married,tertiary,273,97.0,no
44.0,services,divorced,secondary,0,389.0,no
47.0,unknown,married,unknown,677,384.0,no
41.0,self-employed,married,primary,340,37.0,no
54.0,technician,married,tertiary,98,420.0,no
47.0,technician,divorced,tertiary,477,973.0,no
32.0,management,single,tertiary,2629,77.0,no
59.0,housemaid,married,tertiary,0,376.0,no
29.0,technician,single,tertiary,2325,125.0,yes
48.0,services,married,secondary,-20,142.0,no
32.0,technician,single,secondary,230,442.0,yes
46.0,management,divorced,secondary,-852,728.0,no
31.0,blue-collar,single,primary,-280,281.0,no
53.0,blue-collar,married,secondary,25,528.0,yes
34.0,technician,single,tertiary,9851,128.0,no
48.0,services,single,unknown,5095,71.0,no
32.0,technician,married,secondary,687,161.0,no
31.0,management,married,secondary,1368,129.0,no
27.0,blue-collar,single,primary,-179,54.0,no
60.0,admin.,married,secondary,-396,443.0,no
34.0,blue-collar,single,tertiary,1011,136.0,no
52.0,self-employed,married,secondary,9,44.0,no
48.0,blue-collar,married,secondary,1159,1181.0,no
45.0,technician,married,primary,-322,225.0,no
54.0,technician,divorced,secondary,1114,81.0,no
52.0,services,married,secondary,2072,224.0,no
47.0,entrepreneur,married,tertiary,459,189.0,no
54.0,unknown,married,secondary,1157,98.0,no
34.0,blue-collar,married,secondary,8309,50.0,no
39.0,technician,single,tertiary,1043,195.0,no
46.0,technician,married,secondary,2098,110.0,no
26.0,unemployed,single,secondary,461,214.0,no
37.0,technician,single,secondary,61,182.0,no
47.0,blue-collar,married,secondary,1203,239.0,no
35.0,technician,married,secondary,1067,179.0,no
57.0,unemployed,married,primary,0,540.0,no
34.0,management,married,tertiary,1657,566.0,no
47.0,technician,married,secondary,1219,697.0,yes
27.0,technician,married,secondary,7,98.0,no
40.0,blue-collar,married,secondary,-839,1018.0,yes
39.0,technician,married,secondary,994,221.0,no
36.0,entrepreneur,married,tertiary,6,246.0,no
42.0,technician,single,secondary,0,656.0,no
23.0,blue-collar,single,primary,8627,281.0,no
34.0,management,married,tertiary,133,65.0,no
34.0,blue-collar,married,secondary,247,193.0,no
49.0,services,married,secondary,1114,283.0,no
57.0,blue-collar,married,primary,1592,78.0,no
59.0,retired,married,unknown,0,425.0,no
57.0,admin.,married,tertiary,46,238.0,no
34.0,blue-collar,married,secondary,1221,182.0,no
61.0,management,married,secondary,985,998.0,yes
35.0,blue-collar,divorced,secondary,0,477.0,no
42.0,management,married,tertiary,520,158.0,no
57.0,services,married,tertiary,10,320.0,no
42.0,blue-collar,married,secondary,2157,149.0,no
53.0,retired,married,secondary,6095,410.0,no
63.0,retired,married,tertiary,133,104.0,no
47.0,self-employed,married,secondary,1121,454.0,no
54.0,services,married,secondary,88,190.0,no
45.0,admin.,married,secondary,0,145.0,no
28.0,management,single,tertiary,-328,318.0,no
58.0,unemployed,married,secondary,610,246.0,no
48.0,management,single,tertiary,414,761.0,no
35.0,management,divorced,tertiary,0,171.0,yes
37.0,self-employed,married,tertiary,0,143.0,no
37.0,blue-collar,married,secondary,685,968.0,no
37.0,management,married,primary,22856,154.0,no
25.0,services,single,secondary,-352,246.0,no
58.0,blue-collar,married,secondary,602,201.0,no
52.0,management,married,secondary,-588,81.0,no
19.0,student,single,secondary,302,205.0,yes
59.0,blue-collar,married,secondary,5314,200.0,no
41.0,technician,married,secondary,64,210.0,no
34.0,technician,single,tertiary,632,215.0,no
35.0,technician,single,secondary,5731,164.0,no
41.0,technician,married,secondary,902,35.0,no
28.0,blue-collar,single,secondary,6307,615.0,no
53.0,management,divorced,secondary,112,246.0,no
35.0,services,married,secondary,0,42.0,no
33.0,admin.,single,tertiary,621,217.0,no
37.0,technician,single,secondary,435,210.0,no
32.0,technician,married,secondary,782,116.0,no
32.0,blue-collar,married,secondary,478,200.0,no
54.0,services,married,unknown,7864,145.0,no
44.0,blue-collar,married,secondary,1910,41.0,no
36.0,technician,divorced,tertiary,1174,192.0,no
56.0,admin.,married,secondary,1270,80.0,no
30.0,management,single,tertiary,18,121.0,no
36.0,blue-collar,married,secondary,141,106.0,no
43.0,management,married,tertiary,2886,230.0,no
40.0,technician,married,secondary,2715,125.0,no
32.0,technician,single,tertiary,1100,67.0,no
34.0,blue-collar,married,secondary,516,26.0,no
37.0,services,married,secondary,1,395.0,no
28.0,admin.,single,secondary,775,603.0,no
35.0,unknown,married,primary,634,185.0,no
53.0,blue-collar,single,secondary,5715,287.0,no
60.0,admin.,married,unknown,1088,149.0,no
40.0,entrepreneur,married,secondary,1532,173.0,no
57.0,retired,married,primary,75,118.0,no
29.0,technician,single,secondary,103,314.0,no
44.0,blue-collar,married,primary,134,378.0,no
41.0,admin.,single,secondary,748,94.0,no
47.0,technician,married,secondary,1990,108.0,no
43.0,technician,married,tertiary,192,203.0,no
37.0,technician,single,secondary,267,121.0,no
34.0,technician,single,tertiary,586,489.0,no
30.0,blue-collar,single,secondary,648,287.0,no
57.0,entrepreneur,divorced,secondary,25,652.0,no
26.0,admin.,single,secondary,96,612.0,no
34.0,management,married,tertiary,1116,53.0,no
46.0,technician,divorced,secondary,-90,270.0,yes
38.0,entrepreneur,married,tertiary,170,442.0,yes
37.0,technician,single,secondary,3665,664.0,yes
28.0,management,single,tertiary,2380,394.0,no
57.0,blue-collar,married,primary,179,230.0,no
39.0,management,married,tertiary,763,877.0,yes
49.0,services,married,secondary,320,1971.0,yes
38.0,technician,married,secondary,1960,161.0,no
27.0,blue-collar,married,secondary,818,188.0,no
30.0,admin.,married,secondary,2678,23.0,no
38.0,admin.,married,tertiary,1980,176.0,no
36.0,management,married,tertiary,1582,26.0,no
38.0,retired,single,unknown,62,212.0,no
59.0,housemaid,married,primary,235,119.0,no
37.0,management,married,tertiary,489,205.0,no
29.0,self-employed,married,tertiary,3931,73.0,no
43.0,blue-collar,married,secondary,699,1258.0,yes
33.0,technician,married,secondary,58,57.0,no
54.0,housemaid,divorced,secondary,1327,115.0,no
55.0,services,married,secondary,557,58.0,no
32.0,technician,single,tertiary,741,238.0,no
48.0,management,married,primary,3230,207.0,no
33.0,management,single,tertiary,1439,178.0,no
46.0,admin.,married,secondary,120,20.0,no
