job,marital,education,housing,approval,age,balance,duration,campaign
5,1,0,0,0,69.0,579,230.0,1
2,2,2,1,0,37.0,1467,349.0,1
0,2,1,1,0,45.0,0,38.0,1
4,1,2,1,0,47.0,109,268.0,1
4,1,2,1,0,52.0,-11,94.0,4
7,1,1,1,0,33.0,90,263.0,2
1,1,0,0,1,60.0,493,671.0,4
4,0,1,1,0,33.0,1897,197.0,1
0,1,1,1,0,44.0,2403,180.0,2
2,1,1,0,0,38.0,868,452.0,2
2,1,1,1,0,54.0,653,352.0,1
10,0,0,0,0,32.0,0,175.0,4
9,1,1,1,0,33.0,0,163.0,2
7,0,1,1,0,55.0,218,200.0,2
1,1,0,0,0,51.0,5050,75.0,7
1,1,1,1,0,48.0,741,227.0,1
7,2,1,1,0,37.0,1050,586.0,3
7,2,1,0,0,33.0,-56,119.0,5
1,1,0,1,0,30.0,1,80.0,2
1,1,0,1,0,43.0,-98,112.0,2
9,1,1,1,0,49.0,4667,130.0,2
10,1,0,1,0,54.0,541,237.0,3
10,1,2,0,0,31.0,7744,377.0,8
11,1,3,0,1,54.0,895,335.0,1
10,1,1,1,0,36.0,-129,121.0,3
0,1,1,0,0,30.0,0,127.0,5
9,2,1,0,1,27.0,158,650.0,2
0,1,1,1,0,30.0,122,107.0,1
1,1,1,1,0,30.0,673,610.0,2
9,0,1,0,0,35.0,0,124.0,4
7,0,1,1,0,33.0,411,216.0,1
1,0,0,1,0,43.0,-97,747.0,4
1,1,1,1,0,41.0,-217,313.0,1
4,0,2,0,1,41.0,5037,252.0,9
0,0,1,0,1,46.0,2232,121.0,1
1,1,1,1,0,54.0,-932,799.0,1
4,1,2,1,0,32.0,913,883.0,1
9,2,2,1,0,30.0,236,197.0,1
2,1,0,1,0,40.0,0,271.0,2
1,1,0,0,0,30.0,2581,221.0,2
0,1,1,0,0,27.0,639,243.0,3
1,1,0,1,0,41.0,849,72.0,1
7,1,1,1,0,54.0,386,155.0,2
4,2,2,1,0,32.0,1218,70.0,2
4,1,2,1,1,31.0,2603,280.0,4
1,1,1,1,0,42.0,-921,115.0,2
0,1,0,0,0,48.0,607,29.0,2
1,1,0,1,0,34.0,79,406.0,2
9,0,1,1,0,55.0,61,113.0,3
9,1,1,0,0,49.0,1091,47.0,2
4,0,2,0,0,46.0,743,36.0,2
2,1,3,1,0,47.0,209,135.0,2
4,2,2,0,0,24.0,172,67.0,2
2,1,1,0,0,58.0,2,684.0,1
4,2,2,0,1,32.0,41,686.0,5
8,2,1,1,0,25.0,1116,170.0,3
1,1,1,0,0,49.0,-55,150.0,3
5,0,1,0,1,59.0,5845,1060.0,2
4,2,2,1,0,30.0,329,122.0,16
1,1,1,1,0,46.0,494,724.0,1
4,1,3,0,1,42.0,1519,230.0,1
2,1,2,0,0,37.0,2685,187.0,2
1,1,0,1,0,44.0,-14,179.0,4
7,1,1,0,0,49.0,5673,357.0,3
1,1,1,0,0,41.0,1459,82.0,1
9,1,2,0,0,48.0,0,176.0,15
4,1,1,1,0,31.0,625,424.0,1
8,1,3,0,0,37.0,0,115.0,1
7,1,1,1,0,51.0,867,177.0,2
5,1,1,0,1,80.0,8304,712.0,1
4,2,2,1,0,32.0,151,118.0,1
7,1,0,1,0,48.0,-583,25.0,7
1,1,2,0,0,49.0,1784,753.0,1
4,1,2,1,0,30.0,3134,124.0,1
6,2,1,1,0,27.0,49,208.0,2
9,1,1,0,0,34.0,-346,136.0,4
4,1,1,1,1,49.0,1623,1081.0,2
4,1,2,0,0,48.0,60,376.0,2
7,1,1,0,0,40.0,17,78.0,1
1,1,1,1,0,38.0,2008,354.0,1
1,1,0,1,0,46.0,91,29.0,1
2,1,2,1,0,41.0,171,209.0,1
4,2,2,1,0,28.0,1027,433.0,1
7,1,3,1,0,51.0,5801,147.0,2
1,0,0,1,0,33.0,142,41.0,2
4,2,2,0,0,26.0,205,111.0,1
0,2,1,0,0,34.0,852,108.0,2
1,1,1,1,0,27.0,-584,411.0,2
6,1,1,0,0,42.0,97,108.0,2
0,1,1,1,1,45.0,204,224.0,2
9,2,1,1,0,31.0,628,1083.0,2
4,2,2,0,1,32.0,311,757.0,2
1,1,0,0,0,39.0,1564,57.0,1
1,2,1,1,0,26.0,856,95.0,5
4,2,2,0,0,40.0,1509,144.0,2
7,1,1,0,0,52.0,-888,135.0,1
9,2,2,0,0,40.0,226,176.0,2
9,1,1,0,0,48.0,127,524.0,5
7,1,1,1,0,31.0,413,65.0,1
0,1,1,1,1,27.0,710,653.0,1
9,1,1,1,1,47.0,1233,91.0,1
4,2,1,0,1,28.0,171,93.0,1
4,0,2,1,0,40.0,69,503.0,2
0,1,1,1,0,34.0,1499,186.0,1
6,1,2,1,0,29.0,751,121.0,2
4,1,2,0,0,36.0,61,452.0,2
5,1,0,0,1,83.0,425,883.0,1
7,0,0,1,0,55.0,2923,104.0,2
4,0,2,0,0,43.0,99,24.0,3
8,2,1,0,0,23.0,1021,79.0,9
9,1,2,0,0,44.0,1146,178.0,2
1,1,0,1,0,58.0,781,74.0,2
0,2,1,0,0,29.0,1448,217.0,1
4,2,2,0,0,30.0,604,475.0,1
0,2,1,1,0,29.0,-194,127.0,1
9,1,1,0,0,41.0,0,101.0,1
3,1,0,1,0,35.0,0,340.0,3
9,2,1,1,0,31.0,1014,158.0,4
0,2,2,0,0,27.0,73,242.0,1
7,1,1,1,0,47.0,2597,323.0,1
6,1,2,1,0,53.0,2627,18.0,30
4,1,2,1,0,34.0,1906,68.0,3
1,1,0,1,0,34.0,-319,134.0,4
4,1,2,1,0,36.0,-296,113.0,3
9,1,1,1,0,40.0,169,43.0,4
6,2,2,0,0,37.0,556,200.0,2
5,0,3,0,0,65.0,300,245.0,2
9,0,1,1,0,53.0,751,343.0,4
9,2,1,0,0,28.0,126,229.0,1
9,0,2,1,0,33.0,-386,530.0,1
1,1,0,0,0,56.0,379,58.0,5
6,1,1,0,0,45.0,706,78.0,2
9,1,1,0,0,39.0,9121,147.0,1
4,2,2,1,0,28.0,1466,40.0,1
1,1,0,1,0,36.0,0,618.0,2
1,1,0,1,0,41.0,951,23.0,4
0,1,1,0,1,46.0,368,293.0,1
1,1,1,1,0,41.0,121,16.0,6
7,1,1,0,0,59.0,204,286.0,2
0,1,1,1,0,24.0,299,209.0,1
4,1,2,1,0,34.0,4170,935.0,1
1,1,0,1,0,40.0,-335,260.0,1
0,1,1,1,0,42.0,3165,298.0,4
7,1,1,1,0,50.0,254,397.0,2
4,2,2,1,0,25.0,553,113.0,4
7,0,1,1,0,51.0,518,76.0,1
4,1,2,0,0,50.0,85,141.0,1
1,1,3,1,0,37.0,603,773.0,2
7,2,1,0,0,21.0,361,329.0,1
1,1,1,1,0,52.0,-98,423.0,1
5,1,0,0,0,55.0,4424,67.0,4
9,2,1,1,0,26.0,2610,626.0,1
9,1,2,0,1,38.0,3234,578.0,2
1,1,1,1,0,32.0,687,61.0,1
1,1,1,1,0,31.0,631,248.0,4
9,2,1,0,0,34.0,341,136.0,1
9,2,2,0,0,33.0,316,126.0,3
9,1,1,0,0,35.0,2,653.0,3
4,1,3,1,0,44.0,415,7.0,7
4,0,2,1,0,48.0,507,528.0,1
1,1,1,1,0,29.0,912,785.0,1
4,1,2,0,0,50.0,0,243.0,5
1,1,0,1,0,37.0,37,24.0,2
0,2,1,0,0,44.0,2524,82.0,1
10,2,2,1,0,36.0,9019,952.0,3
1,0,3,1,0,49.0,39,27.0,5
1,1,1,1,0,31.0,0,143.0,1
9,0,1,1,0,49.0,265,274.0,6
1,2,1,1,1,35.0,0,1174.0,1
0,0,3,0,0,57.0,4012,915.0,1
1,1,0,1,0,42.0,1520,115.0,1
1,0,1,1,0,36.0,-140,222.0,2
5,0,0,0,0,75.0,852,341.0,1
1,2,1,1,0,38.0,578,112.0,2
1,1,0,1,0,40.0,0,64.0,2
7,2,1,1,1,38.0,2253,937.0,3
4,2,2,1,0,34.0,1171,129.0,1
9,2,2,1,0,29.0,452,59.0,1
0,1,1,1,0,28.0,-97,79.0,1
5,1,1,0,0,79.0,4738,151.0,5
0,0,1,1,0,51.0,467,83.0,1
8,2,2,0,0,32.0,0,101.0,5
4,1,2,0,1,36.0,495,157.0,3
2,1,1,0,0,38.0,157,57.0,11
6,1,1,1,0,49.0,358,176.0,3
7,1,1,1,0,42.0,292,222.0,3
1,1,0,1,0,43.0,7343,217.0,4
1,1,1,1,0,34.0,-563,252.0,1
5,2,1,1,1,59.0,351,1063.0,5
11,1,0,0,0,35.0,365,41.0,2
1,2,1,1,0,33.0,13494,27.0,25
0,2,1,1,0,34.0,846,758.0,2
5,1,1,0,1,64.0,1574,301.0,3
2,1,2,1,0,34.0,-28,574.0,1
5,1,2,0,1,77.0,0,847.0,1
5,1,0,0,0,57.0,2927,78.0,5
1,1,1,1,0,30.0,501,514.0,1
3,0,0,0,1,56.0,1238,1558.0,1
11,1,3,0,0,49.0,301,789.0,2
5,1,0,0,0,73.0,1388,146.0,3
9,2,1,1,0,39.0,102,272.0,2
9,0,0,1,0,57.0,13,323.0,2
6,1,1,1,0,32.0,413,712.0,2
9,2,2,1,1,32.0,4665,860.0,2
0,1,1,1,0,45.0,638,75.0,9
1,1,1,1,0,32.0,101,191.0,4
4,1,2,1,1,31.0,1224,1441.0,2
6,1,1,0,0,49.0,1103,428.0,2
7,1,1,0,0,29.0,3748,322.0,3
9,1,1,1,0,55.0,955,104.0,1
0,1,1,1,0,30.0,518,127.0,1
7,2,0,1,1,45.0,1893,1259.0,6
9,1,2,0,0,39.0,14,114.0,2
0,1,1,1,0,36.0,-423,106.0,1
4,1,2,0,0,33.0,3696,305.0,1
4,1,2,1,1,36.0,2987,307.0,1
9,2,1,0,0,31.0,433,1504.0,2
9,1,3,0,0,36.0,756,396.0,3
9,2,2,1,0,38.0,0,71.0,1
11,1,1,0,0,33.0,2727,205.0,3
9,1,1,1,0,40.0,93,134.0,2
1,1,1,0,1,31.0,1766,166.0,2
7,1,1,1,0,39.0,124,81.0,5
0,1,2,0,0,33.0,69,77.0,2
7,0,1,0,1,53.0,0,80.0,2
4,1,2,1,0,38.0,0,537.0,5
9,1,1,0,1,59.0,259,415.0,1
1,1,0,0,0,55.0,4103,291.0,1
9,2,2,1,0,38.0,744,283.0,1
7,1,1,1,0,48.0,116,70.0,4
1,1,1,1,0,53.0,70,611.0,2
0,0,1,0,0,44.0,432,132.0,3
4,1,2,0,0,57.0,1172,26.0,1
1,2,1,1,0,29.0,9,262.0,3
7,1,1,1,0,31.0,428,272.0,1
9,2,2,1,0,35.0,7546,137.0,1
1,1,0,0,0,31.0,620,95.0,1
6,1,2,0,0,35.0,8647,140.0,2
4,2,1,1,0,40.0,192,71.0,11
1,1,1,1,0,39.0,0,502.0,1
9,2,2,1,0,43.0,27733,164.0,7
2,1,0,1,0,44.0,276,219.0,1
9,2,1,0,1,29.0,113,328.0,2
9,1,1,1,0,40.0,782,224.0,2
2,1,0,1,0,33.0,82,63.0,2
4,1,2,0,0,46.0,1008,24.0,13
11,2,2,0,0,27.0,6421,147.0,4
0,2,1,0,0,26.0,443,84.0,3
9,1,1,1,0,41.0,351,175.0,1
9,1,2,1,0,34.0,5060,12.0,21
9,2,2,0,0,39.0,-41,40.0,15
7,2,1,0,0,27.0,-124,217.0,1
1,1,1,1,0,31.0,79,235.0,11
10,2,1,0,0,44.0,3945,255.0,1
5,1,2,0,0,55.0,197,256.0,1
1,0,0,0,0,51.0,837,41.0,2
4,1,2,0,0,50.0,-94,75.0,1
7,1,1,1,0,30.0,1743,192.0,4
9,1,1,0,1,46.0,57,796.0,1
0,1,1,0,0,49.0,635,220.0,3
5,1,1,1,0,56.0,-113,614.0,2
0,0,1,0,1,47.0,225,1126.0,4
0,1,1,0,0,30.0,124,161.0,2
2,2,1,0,0,36.0,475,141.0,3
4,1,2,0,0,40.0,-7,697.0,1
9,2,1,0,0,37.0,375,223.0,2
0,0,1,0,1,42.0,936,931.0,1
9,1,1,1,0,45.0,1415,483.0,1
10,2,1,0,0,34.0,0,63.0,2
0,2,1,0,0,27.0,3638,271.0,5
1,1,1,1,0,30.0,-99,144.0,5
9,1,1,1,0,32.0,167,79.0,3
3,1,0,1,0,46.0,19,171.0,1
6,1,2,1,0,29.0,242,73.0,4
11,1,3,0,0,53.0,13,69.0,1
9,1,1,0,0,32.0,286,60.0,1
10,1,1,1,0,49.0,769,257.0,1
4,1,2,0,0,35.0,93,198.0,2
1,1,1,1,0,38.0,1663,217.0,3
2,1,0,1,0,39.0,238,134.0,1
9,2,1,1,0,34.0,2178,41.0,1
1,1,0,1,0,42.0,792,611.0,2
1,2,3,1,0,35.0,871,216.0,3
0,1,1,0,0,60.0,1025,388.0,8
9,0,1,1,0,57.0,63,242.0,1
1,2,1,0,0,31.0,16,387.0,1
4,2,1,0,0,29.0,417,90.0,1
7,1,1,1,0,41.0,3992,281.0,2
1,1,0,1,0,46.0,2749,332.0,1
9,1,1,0,1,33.0,133,218.0,1
1,2,1,1,0,32.0,1721,650.0,2
4,0,2,1,1,54.0,2171,1034.0,1
7,1,1,1,0,37.0,4760,182.0,2
9,2,1,0,0,32.0,2979,156.0,1
4,1,2,1,0,43.0,690,171.0,3
1,0,1,1,0,50.0,203,265.0,1
1,1,1,1,0,34.0,322,10.0,3
0,0,1,0,0,31.0,1210,350.0,1
6,1,1,1,0,43.0,634,65.0,1
2,1,1,0,0,49.0,273,58.0,1
8,2,3,0,0,22.0,47,69.0,3
4,1,2,0,0,35.0,1100,127.0,2
0,1,1,1,0,56.0,0,154.0,2
1,1,1,0,0,53.0,0,36.0,4
2,1,2,0,0,54.0,1544,85.0,7
7,2,3,1,0,32.0,6145,362.0,1
6,1,1,1,0,41.0,28,49.0,1
1,1,1,1,0,40.0,1012,410.0,1
1,1,0,1,0,33.0,245,253.0,3
4,2,2,0,0,33.0,1998,570.0,1
1,1,1,1,0,34.0,3990,633.0,7
7,1,1,1,0,36.0,1328,82.0,4
2,1,2,1,0,34.0,412,164.0,1
4,1,0,0,0,55.0,229,175.0,3
8,2,2,0,1,28.0,1562,659.0,4
0,2,1,1,0,29.0,3432,139.0,2
0,2,1,1,0,31.0,144,43.0,11
4,1,2,1,0,52.0,1339,343.0,5
7,1,3,0,0,54.0,386,74.0,1
1,1,0,1,0,43.0,7727,302.0,8
2,1,1,0,0,55.0,204,455.0,13
1,0,3,1,0,28.0,101,126.0,4
10,0,1,1,0,45.0,728,107.0,1
2,1,0,1,0,45.0,2418,120.0,1
4,1,2,1,0,51.0,2934,727.0,4
9,2,1,1,0,42.0,0,275.0,4
11,2,3,0,0,43.0,181,41.0,1
4,1,2,0,0,34.0,176,61.0,4
1,1,0,1,0,36.0,49,232.0,2
1,1,1,1,0,37.0,2023,214.0,1
1,1,1,1,0,50.0,372,21.0,1
4,0,3,0,1,42.0,7702,138.0,2
1,2,0,1,0,34.0,464,173.0,1
4,1,1,1,0,48.0,117,635.0,1
0,1,1,1,0,47.0,104,77.0,2
4,1,2,1,0,40.0,1041,73.0,1
4,1,2,0,0,37.0,539,540.0,2
1,1,0,1,0,38.0,0,179.0,2
9,2,2,1,0,29.0,406,119.0,1
1,1,0,1,0,46.0,2558,107.0,1
1,1,1,1,0,26.0,484,48.0,2
7,2,2,1,0,30.0,3516,447.0,4
1,1,1,1,0,42.0,5639,430.0,2
4,2,2,0,0,42.0,100,64.0,2
0,2,1,1,0,31.0,1306,217.0,5
4,2,2,1,0,37.0,815,77.0,1
1,1,1,1,0,26.0,245,16.0,11
1,1,3,0,0,54.0,191,753.0,2
5,1,1,0,0,70.0,2815,125.0,2
6,2,1,1,0,29.0,3672,1210.0,1
7,1,1,1,0,50.0,1572,185.0,1
10,0,1,1,0,60.0,385,80.0,1
9,2,1,0,0,32.0,29,156.0,2
9,1,1,0,0,32.0,84,403.0,3
6,2,2,1,0,34.0,876,145.0,2
7,2,0,1,0,48.0,1499,17.0,7
8,1,2,1,0,25.0,0,160.0,1
4,1,1,1,0,32.0,6217,486.0,2
1,1,0,1,0,32.0,329,321.0,1
0,0,1,1,0,47.0,162,203.0,4
9,1,3,0,0,32.0,14533,646.0,3
4,2,2,1,1,49.0,151,97.0,3
7,1,1,1,0,53.0,-2,144.0,2
1,2,3,0,0,41.0,4684,30.0,6
4,0,2,0,0,47.0,1149,82.0,2
1,1,0,1,0,35.0,11,326.0,4
4,2,1,0,0,33.0,8004,414.0,3
1,1,0,1,0,49.0,1019,285.0,5
4,0,2,0,1,46.0,1297,716.0,3
4,0,2,1,0,29.0,415,449.0,4
6,1,0,1,0,58.0,671,16.0,3
0,2,1,1,0,40.0,2378,65.0,1
4,1,2,1,0,34.0,417,138.0,1
5,1,0,0,0,60.0,71,121.0,3
4,1,2,0,0,43.0,1188,140.0,2
1,1,0,1,0,50.0,8139,256.0,6
1,1,1,1,0,33.0,249,61.0,4
1,1,0,1,0,37.0,689,367.0,2
6,1,1,1,0,55.0,203,9.0,5
1,2,0,0,0,45.0,-183,395.0,4
1,1,0,0,0,47.0,3451,125.0,2
9,1,1,0,0,58.0,116,580.0,3
7,1,1,1,0,36.0,1746,15.0,1
9,1,1,1,0,55.0,0,119.0,2
1,1,1,1,0,31.0,897,26.0,2
9,1,1,1,0,38.0,821,224.0,2
1,1,1,1,0,42.0,130,285.0,1
4,0,2,1,0,32.0,1,399.0,4
1,1,1,0,0,39.0,8,88.0,3
9,1,1,1,0,41.0,55,185.0,4
1,1,0,0,0,59.0,699,98.0,1
10,0,1,0,0,42.0,759,97.0,1
1,1,1,1,0,33.0,687,72.0,2
5,1,1,0,0,53.0,4968,109.0,1
1,1,0,1,0,43.0,1211,208.0,3
6,2,2,0,1,39.0,426,1029.0,1
2,2,1,1,0,27.0,376,273.0,1
4,1,2,1,0,39.0,12,130.0,1
1,2,1,0,0,27.0,23,590.0,2
0,1,1,1,0,33.0,353,107.0,2
7,0,1,1,0,29.0,330,88.0,2
4,0,2,0,0,33.0,0,305.0,2
2,1,1,0,0,41.0,353,90.0,2
9,2,2,1,0,38.0,2273,222.0,1
4,1,2,1,0,30.0,0,127.0,1
10,1,2,0,0,58.0,744,38.0,1
7,2,1,0,0,37.0,608,380.0,3
0,0,1,1,0,36.0,356,244.0,3
1,1,0,1,0,45.0,1291,189.0,17
9,2,1,1,0,23.0,-306,217.0,2
1,1,0,0,1,53.0,306,388.0,3
1,1,0,1,0,44.0,-312,22.0,3
9,2,1,0,0,32.0,493,289.0,2
4,1,2,1,0,32.0,71,221.0,8
0,1,2,1,0,38.0,669,129.0,2
1,1,0,1,0,47.0,556,147.0,2
7,2,1,1,0,34.0,84,299.0,1
7,1,1,1,0,52.0,108,543.0,12
0,2,1,1,0,45.0,-11,247.0,1
1,1,0,1,0,50.0,1164,166.0,2
1,0,0,1,1,52.0,-191,755.0,1
1,1,1,0,0,37.0,132,336.0,2
1,1,1,1,0,51.0,2237,619.0,1
4,1,2,1,0,32.0,4761,159.0,2
1,1,1,1,0,33.0,-346,29.0,3
10,1,1,1,0,28.0,655,606.0,2
4,1,2,1,0,66.0,1048,971.0,2
7,2,1,1,0,31.0,0,231.0,2
1,1,0,1,0,35.0,624,163.0,1
7,2,3,0,1,47.0,1784,385.0,2
0,2,1,0,0,36.0,1281,119.0,2
9,2,2,0,0,32.0,569,348.0,1
1,1,0,1,0,34.0,1666,30.0,1
0,1,1,1,0,40.0,168,249.0,2
6,1,2,0,0,33.0,263,119.0,2
1,1,1,1,0,39.0,-405,177.0,1
6,1,1,1,0,38.0,279,110.0,5
9,2,1,0,1,32.0,0,594.0,4
11,1,3,0,0,65.0,300,105.0,1
10,2,2,0,0,34.0,415,123.0,1
0,2,0,1,0,34.0,0,172.0,4
1,2,0,1,0,42.0,1322,178.0,1
7,1,1,1,0,31.0,1062,230.0,1
9,1,1,1,0,47.0,302,89.0,3
9,0,1,1,0,44.0,809,118.0,4
3,1,1,1,0,38.0,-278,143.0,2
4,2,2,1,0,28.0,3238,7.0,1
0,2,1,1,0,46.0,751,104.0,2
1,0,0,0,0,51.0,-28,220.0,2
4,0,2,0,0,42.0,0,85.0,2
9,2,1,0,1,37.0,2442,91.0,3
10,1,2,1,0,58.0,1798,19.0,8
0,1,1,0,1,43.0,132,574.0,1
4,2,2,1,0,36.0,260,49.0,1
1,1,1,1,0,34.0,7,171.0,2
4,2,2,0,1,31.0,3283,258.0,1
9,1,3,1,0,49.0,323,41.0,2
4,1,2,1,0,54.0,2960,83.0,1
10,2,1,0,0,29.0,486,95.0,1
5,0,1,1,0,51.0,343,78.0,2
10,0,1,1,0,40.0,507,134.0,1
4,2,2,1,1,35.0,5958,215.0,1
8,2,1,0,1,25.0,304,226.0,2
1,2,1,1,1,32.0,118,1275.0,1
6,1,1,0,0,30.0,123,66.0,1
4,1,2,1,0,38.0,76,196.0,3
0,1,1,1,1,46.0,70,229.0,2
10,1,0,1,0,43.0,960,241.0,2
9,2,2,0,0,32.0,2185,354.0,2
1,2,1,1,0,29.0,309,471.0,3
1,1,1,0,0,56.0,2190,90.0,2
9,1,0,0,0,57.0,0,58.0,8
0,1,1,1,0,38.0,3732,379.0,2
9,1,0,0,0,51.0,1550,12.0,5
0,2,2,0,0,35.0,62,67.0,1
1,1,0,0,0,37.0,704,165.0,7
4,1,1,1,1,48.0,4415,1032.0,3
1,2,1,1,0,30.0,4,84.0,3
5,1,1,0,0,60.0,262,393.0,4
4,1,1,1,0,56.0,238,808.0,1
1,1,0,1,0,45.0,97,923.0,3
9,0,1,0,0,38.0,410,63.0,6
8,2,1,0,0,20.0,1191,274.0,1
5,1,0,1,0,59.0,-47,84.0,4
9,1,2,0,1,34.0,197,78.0,3
1,1,3,0,0,36.0,6,41.0,7
0,2,1,1,1,53.0,2398,317.0,1
4,1,2,1,0,51.0,630,138.0,1
5,1,1,0,0,58.0,235,88.0,4
4,1,0,1,0,48.0,1910,413.0,2
4,1,2,1,0,56.0,3172,139.0,1
1,1,0,0,0,51.0,872,82.0,2
1,1,1,1,0,35.0,407,12.0,6
0,2,1,1,1,40.0,100,221.0,1
3,1,1,0,0,59.0,345,38.0,1
4,0,2,0,0,44.0,2058,661.0,1
3,1,0,0,1,49.0,889,388.0,1
0,1,2,1,0,35.0,0,151.0,7
4,1,2,0,0,41.0,51,140.0,8
5,1,0,0,0,55.0,150,124.0,1
6,1,1,0,0,51.0,34,200.0,1
7,2,1,0,0,27.0,795,101.0,3
1,1,0,0,0,57.0,282,261.0,12
4,2,2,0,0,51.0,2139,176.0,2
4,1,2,1,0,38.0,-469,209.0,12
0,1,1,1,1,49.0,197,223.0,1
9,2,2,1,0,40.0,825,38.0,1
3,2,2,0,0,47.0,3232,541.0,1
4,0,1,1,0,48.0,1598,84.0,1
7,1,2,0,0,47.0,871,602.0,9
7,1,1,0,0,56.0,83,26.0,11
4,2,2,0,1,29.0,1445,328.0,2
9,1,1,1,1,38.0,226,762.0,3
4,1,2,1,0,32.0,-55,107.0,4
0,2,1,1,0,42.0,243,46.0,5
1,1,0,0,0,30.0,-336,128.0,6
0,2,2,1,0,26.0,3672,360.0,5
9,1,1,1,1,35.0,0,524.0,1
9,1,1,1,0,35.0,251,128.0,3
6,2,2,0,0,35.0,44,310.0,2
1,1,1,0,1,57.0,2887,819.0,10
0,2,1,0,0,29.0,1992,202.0,1
1,2,1,0,0,32.0,2,144.0,2
9,1,1,1,0,45.0,1415,311.0,1
4,2,2,1,1,51.0,297,415.0,4
9,2,1,1,0,31.0,1094,93.0,8
6,1,3,1,0,50.0,-84,101.0,1
1,2,1,1,0,38.0,-1,72.0,1
4,1,2,1,0,37.0,347,282.0,1
4,1,2,1,0,35.0,1253,210.0,2
10,1,3,0,0,37.0,4565,369.0,1
4,2,2,0,0,28.0,781,125.0,6
4,1,2,0,0,-38.0,7124,301.0,6
4,1,1,0,0,43.0,17555,14.0,14
4,1,3,1,0,43.0,5172,57.0,3
4,1,2,0,0,56.0,15520,420.0,1
9,2,2,1,0,32.0,13711,638.0,1
4,0,2,0,0,58.0,1533,137.0,2
4,1,2,0,0,47.0,286,557.0,7
1,2,1,1,0,31.0,-219,66.0,2
4,1,2,1,0,38.0,0,206.0,1
1,1,1,1,0,50.0,810,19.0,14
1,1,1,0,0,32.0,300,166.0,2
7,2,1,1,0,37.0,1175,102.0,1
4,1,2,1,0,39.0,0,46.0,2
7,1,1,1,0,40.0,113,126.0,1
1,1,1,1,0,41.0,641,161.0,1
9,1,1,1,0,45.0,1477,355.0,1
0,1,1,1,0,31.0,0,40.0,2
7,1,0,1,0,54.0,8,143.0,1
0,0,1,1,0,39.0,399,133.0,2
0,0,1,1,0,56.0,-435,185.0,2
0,2,1,0,0,35.0,2830,22.0,12
4,1,1,0,0,34.0,15,184.0,7
9,2,1,0,0,31.0,125,78.0,2
9,1,2,0,0,38.0,45,125.0,4
9,1,2,0,0,41.0,13,189.0,2
2,1,2,1,0,44.0,0,300.0,1
1,1,1,1,0,49.0,579,396.0,1
7,2,1,1,0,30.0,432,340.0,3
7,2,1,1,0,31.0,1987,55.0,2
4,1,1,1,0,34.0,857,238.0,6
5,1,2,0,0,70.0,15834,172.0,3
4,1,2,0,0,45.0,3370,36.0,3
4,1,2,0,0,31.0,6290,303.0,2
0,1,1,0,0,57.0,808,417.0,3
7,1,3,1,0,40.0,4075,162.0,3
1,1,1,1,0,28.0,373,10.0,9
0,2,1,1,0,44.0,-101,99.0,1
7,0,1,0,0,49.0,3250,32.0,3
4,1,2,1,0,46.0,1375,308.0,3
4,1,2,0,0,34.0,180,298.0,3
9,1,1,0,0,58.0,175,92.0,4
7,1,1,0,0,52.0,381,288.0,12
1,1,1,1,0,27.0,2171,130.0,1
9,1,1,1,0,48.0,340,255.0,2
9,0,1,1,0,33.0,10,167.0,5
0,1,1,1,0,46.0,4958,64.0,3
3,1,3,0,0,51.0,21244,166.0,2
4,1,2,0,1,31.0,156,657.0,7
9,0,1,1,0,35.0,473,434.0,4
0,2,1,0,0,37.0,781,75.0,1
2,1,0,0,0,60.0,0,40.0,1
9,1,1,0,0,40.0,1819,398.0,2
4,1,2,1,0,50.0,4374,163.0,2
2,1,1,1,0,34.0,456,137.0,8
9,1,1,1,0,32.0,253,257.0,3
7,2,1,1,0,36.0,774,231.0,2
0,2,2,0,0,32.0,-59,192.0,1
7,0,1,0,0,40.0,-81,186.0,1
1,1,0,1,0,37.0,0,226.0,1
4,1,2,1,0,57.0,0,67.0,1
4,1,2,0,0,46.0,-3,205.0,2
1,2,0,1,0,31.0,2488,14.0,1
9,0,2,0,1,39.0,3,488.0,1
4,1,1,1,0,35.0,839,50.0,3
1,1,0,0,0,32.0,103,312.0,1
9,0,1,1,0,44.0,316,163.0,3
9,2,1,1,0,41.0,1680,76.0,2
5,0,0,0,0,59.0,7179,150.0,1
7,1,1,1,0,39.0,247,244.0,2
4,1,2,0,1,54.0,8295,207.0,1
7,2,1,1,0,27.0,261,113.0,1
6,1,1,1,1,51.0,95,1309.0,4
9,2,1,0,0,33.0,291,72.0,6
1,1,0,1,0,38.0,2240,551.0,1
2,1,2,0,0,52.0,0,163.0,3
4,0,2,1,0,54.0,1295,179.0,10
1,1,0,1,0,33.0,324,217.0,2
9,1,1,1,0,50.0,669,88.0,1
1,2,1,1,0,39.0,4143,21.0,1
4,2,2,0,1,34.0,2646,142.0,1
9,2,1,0,0,41.0,618,1056.0,1
4,0,2,1,0,48.0,541,72.0,1
7,1,1,1,0,38.0,434,411.0,1
1,1,1,1,0,34.0,622,145.0,1
1,1,1,1,0,32.0,0,80.0,2
4,1,1,1,0,48.0,99,344.0,1
7,2,1,1,0,28.0,290,128.0,1
1,1,1,1,1,47.0,1230,412.0,1
0,2,1,1,0,32.0,45,908.0,3
0,1,1,1,0,32.0,923,819.0,4
4,1,2,0,0,38.0,950,210.0,2
